Id,Label,modularity_class,indegree,outdegree,Degree,pageranks,eigencentrality,stat_inf_class,componentnumber,strongcompnum,weighted indegree,weighted outdegree,Weighted Degree,clustering,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
john.ayres,,8,1,0,1,0.000238,0.015202,0,0,257,1,0,1,0,0,0,0,0
john.moore,,8,1,0,1,0.000238,0.015202,0,0,256,1,0,1,0,0,0,0,0
jude.rolfes,,8,1,0,1,0.000238,0.015202,0,0,255,1,0,1,0,0,0,0,0
karen.carter,,8,1,0,1,0.000238,0.015202,0,0,254,1,0,1,0,0,0,0,0
kayne.coulter,,8,2,1,3,0.000266,0.043057,0,0,1151,2,1,3,0,5,0.264507,0.276406,2133.520849
larry.soderquist,,8,1,0,1,0.000238,0.015202,0,0,253,1,0,1,0,0,0,0,0
legal.4,,8,1,0,1,0.000238,0.015202,0,0,252,1,0,1,0,0,0,0,0
lisa.alfaro,,8,1,0,1,0.000238,0.015202,0,0,251,1,0,1,0,0,0,0,0
lisa.bills,,1,2,1,3,0.000329,0.05969,0,0,1151,2,1,3,0,5,0.264507,0.276406,726.165791
lorie.leigh,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
mark.bernstein,,8,1,0,1,0.000238,0.015202,0,0,250,1,0,1,0,0,0,0,0
mark.dobler,,8,1,0,1,0.000238,0.015202,0,0,249,1,0,1,0,0,0,0,0
martin.penkwitz,,8,1,0,1,0.000238,0.015202,0,0,248,1,0,1,0,0,0,0,0
matt.maxwell,,8,1,0,1,0.000238,0.015202,0,0,247,1,0,1,0,0,0,0,0
matthew.berry,,8,1,0,1,0.000238,0.015202,0,0,246,1,0,1,0,0,0,0,0
matthew.gockerman,,4,1,7,8,0.000238,0.015202,0,0,1151,1,7,8,0.553571,4,0.362397,0.380264,2581.950055
michael.brown,,2,6,1,7,0.000754,0.141448,0,0,1151,6,1,7,0.266667,5,0.26641,0.280456,1413.913167
michelle.kapfer,,8,1,0,1,0.000238,0.015202,0,0,245,1,0,1,0,0,0,0,0
mike.coleman,,8,1,0,1,0.000238,0.015202,0,0,244,1,0,1,0,0,0,0,0
mike.miller,,8,1,0,1,0.000238,0.015202,0,0,243,1,0,1,0,0,0,0,0
mitch.robinson,,1,2,2,4,0.000329,0.05969,0,0,1151,2,2,4,0,4,0.32994,0.342856,955.655949
ozzie.pagan,,8,1,0,1,0.000238,0.015202,0,0,242,1,0,1,0,0,0,0,0
peggy.banczak,,4,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0.5,5,0.276976,0.285085,0
peter.nassab,,8,1,0,1,0.000238,0.015202,0,0,241,1,0,1,0,0,0,0,0
rahil.jafry,,5,5,4,9,0.000569,0.157775,0,0,1151,5,4,9,0.4,4,0.360257,0.388983,13519.684399
raimund.grube,,8,1,0,1,0.000238,0.015202,0,0,240,1,0,1,0,0,0,0,0
randy.pais,,8,1,0,1,0.000238,0.015202,0,0,239,1,0,1,0,0,0,0,0
reagan.rorschach,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
rebecca.walker,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
renee.alfaro,,8,1,0,1,0.000238,0.015202,0,0,238,1,0,1,0,0,0,0,0
rhonda.denton,,5,3,4,7,0.000346,0.078099,0,0,1151,3,4,7,0.35,4,0.315677,0.340887,4077.737231
richard.vincent,,8,1,0,1,0.000238,0.015202,0,0,236,1,0,1,0,0,0,0,0
robert.sevitz,,8,1,0,1,0.000238,0.015202,0,0,235,1,0,1,0,0,0,0,0
roger.ondreko,,8,1,0,1,0.000238,0.015202,0,0,233,1,0,1,0,0,0,0,0
ron.tapscott,,0,1,3,4,0.000238,0.015202,0,0,1151,1,3,4,0.333333,4,0.28914,0.305006,4112.452042
roseann.engeldorf,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
ross.newlin,,8,1,0,1,0.000238,0.015202,0,0,38,1,0,1,0,0,0,0,0
rusty.stevens,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
ruth.concannon,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
sarah.wesner,,5,2,1,3,0.000318,0.050244,0,0,1151,2,1,3,0.666667,5,0.266444,0.280537,0
scott.dieball,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
scott.healy,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
scott.laidlaw,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
stacy.dickson,,5,3,3,6,0.000451,0.085433,0,0,1151,3,3,6,0.666667,5,0.279703,0.303857,303.927736
stephen.plauche,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
stephen.thome,,8,1,2,3,0.000238,0.015202,0,0,1151,1,2,3,0,4,0.29739,0.314047,332.225087
steve.irvin,,1,2,0,2,0.000329,0.05969,0,0,37,2,0,2,0,0,0,0,0
steven.krimsky,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
suzanne.adams,,5,4,4,8,0.000567,0.11428,0,0,1151,4,4,8,0.666667,4,0.290884,0.317462,871.271313
terri.austin,,8,1,0,1,0.000238,0.015202,0,0,36,1,0,1,0,0,0,0,0
theresa.vos,,8,1,0,1,0.000238,0.015202,0,0,35,1,0,1,0,0,0,0,0
thomas.suffield,,8,1,0,1,0.000238,0.015202,0,0,34,1,0,1,0,0,0,0,0
tom.chapman,,8,2,0,2,0.000266,0.043057,0,0,33,2,0,2,0,0,0,0,0
william.fleenor,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
william.jr,,8,1,0,1,0.000238,0.015202,0,0,32,1,0,1,0,0,0,0,0
william.keeney,,8,1,1,2,0.000238,0.015202,0,0,1151,1,1,2,0,5,0.264507,0.276406,0
kay.miller,,0,1,1,2,0.000219,0.012282,0,0,1151,1,1,2,0,5,0.270863,0.285431,0
kaye.ellis,,5,3,3,6,0.000495,0.099078,0,0,1151,3,3,6,1,5,0.279703,0.303857,0
keith.miceli,,6,1,1,2,0.000261,0.04176,0,0,1151,1,1,2,0,4,0.299451,0.312681,0
kelly.johnson,,0,1,6,7,0.000261,0.04176,0,0,1151,1,6,7,0.4,4,0.326409,0.339923,0
kelly.kimberly,,6,1,1,2,0.000261,0.04176,0,0,1151,1,1,2,0,4,0.299451,0.312681,0
kelly.lombardi,,5,0,1,1,0.000167,0,0,0,1297,0,1,1,0,5,0.269866,0.287928,0
ken.loch,,8,0,1,1,0.000167,0,0,0,1298,0,1,1,0,5,0.25876,0.267173,0
kenneth.cessac,,0,0,1,1,0.000167,0,0,0,1299,0,1,1,0,5,0.270923,0.285534,0
a..hughes,,0,2,0,2,0.000419,0.026886,0,0,139,2,0,2,0.5,0,0,0,0
andrew.fastow,,2,3,0,3,0.000387,0.076001,0,0,128,3,0,3,0.833333,0,0,0,0
benjamin.rogers,,2,2,0,2,0.000283,0.044482,0,0,138,2,0,2,0.5,0,0,0,0
connie.estrems,,2,2,0,2,0.0004,0.037783,0,0,137,2,0,2,0.5,0,0,0,0
david.cox,,2,1,0,1,0.000255,0.016627,0,0,136,1,0,1,0,0,0,0,0
j..detmering,,2,1,0,1,0.000255,0.016627,0,0,134,1,0,1,0,0,0,0,0
jeff.donahue,,0,3,0,3,0.00043,0.041707,0,0,51,3,0,3,0.5,0,0,0,0
mark.koenig,,7,4,2,6,0.000488,0.096031,0,0,1151,4,2,6,0.666667,4,0.323456,0.334619,133.279935
mark.metts,,0,3,1,4,0.000514,0.068646,0,0,1151,3,1,4,0.666667,5,0.255923,0.265212,0
matthew.scrimshaw,,2,1,0,1,0.000255,0.016627,0,0,131,1,0,1,0,0,0,0,0
paula.rieker,,2,2,7,9,0.000349,0.058387,0,0,1151,2,7,9,0.642857,4,0.341793,0.359209,0
raymond.bowen,,0,4,1,5,0.000458,0.069561,0,0,1151,4,1,5,0.45,5,0.248443,0.254364,152.435882
rebecca.mcdonald,,2,5,0,5,0.000561,0.133365,0,0,59,5,0,5,0.6,0,0,0,0
richard.causey,,0,7,1,8,0.000799,0.152507,0,0,1151,7,1,8,0.452381,5,0.303972,0.334804,6440.026791
shawn.cumberland,,2,1,0,1,0.000255,0.016627,0,0,58,1,0,1,0,0,0,0,0
wade.cline,,2,3,0,3,0.000387,0.076001,0,0,57,3,0,3,0.833333,0,0,0,0
kenneth.parkhill,,7,1,1,2,0.000268,0.020029,0,0,1151,1,1,2,0,5,0.290884,0.305135,0
kenny.ha,,1,0,1,1,0.000167,0,0,0,1300,0,1,1,0,5,0.245649,0.254265,0
kenny.soignet,,1,0,1,1,0.000167,0,0,0,1301,0,1,1,0,5,0.245649,0.254265,0
kerry.roper,,0,2,2,4,0.000332,0.03532,0,0,1151,2,2,4,0,4,0.321202,0.349968,5606.456102
kevin.garland,,2,0,2,2,0.000167,0,0,0,1302,0,2,2,0,5,0.25457,0.260578,0
kevin.jolly,,2,0,1,1,0.000167,0,0,0,1303,0,1,1,0,5,0.268782,0.278233,0
kevin.kindall,,7,1,1,2,0.000268,0.020029,0,0,1151,1,1,2,0,5,0.290884,0.305135,0
kevin.meredith,,5,4,2,6,0.000523,0.126932,0,0,1151,4,2,6,0.5,5,0.273362,0.293812,516.290316
kevin.moore,,7,1,1,2,0.000268,0.020029,0,0,1151,1,1,2,0,5,0.290884,0.305135,0
kevin.sweeney,,3,1,1,2,0.000194,0.027855,0,0,1151,1,1,2,0,5,0.303972,0.334804,0
kikumi.kishigami,,6,1,1,2,0.000239,0.037334,0,0,1151,1,1,2,0,5,0.284929,0.299333,0
kim.theriot,,5,2,2,4,0.000274,0.062897,0,0,1151,2,2,4,0,5,0.326101,0.361644,2737.159346
kimat.singla,,1,1,1,2,0.000194,0.027855,0,0,1151,1,1,2,0.5,5,0.245647,0.254267,0
kimberly.bates,,1,2,1,3,0.000338,0.044173,0,0,1151,2,1,3,0.5,5,0.245589,0.254147,0
kimberly.brown,,1,1,1,2,0.000311,0.016318,0,0,1151,1,1,2,0,5,0.245589,0.254147,0
kimberly.hundl,,5,2,1,3,0.000362,0.063889,0,0,1151,2,1,3,1,5,0.26641,0.280456,0
kimberly.watson,,0,3,1,4,0.000457,0.039777,0,0,1151,3,1,4,0.333333,5,0.290884,0.305135,5444.714708
kirstee.hewitt,,7,1,1,2,0.000268,0.020029,0,0,1151,1,1,2,0,5,0.290884,0.305135,0
kishkill,,1,0,1,1,0.000167,0,0,0,1304,0,1,1,0,5,0.295921,0.310948,0
kristin.gandy,,7,1,2,3,0.000268,0.020029,0,0,1151,1,2,3,1,4,0.32775,0.342535,0
kulvinder.fowler,,1,0,1,1,0.000167,0,0,0,1305,0,1,1,0,5,0.245649,0.254265,0
kysa.alport,,4,0,1,1,0.000167,0,0,0,1306,0,1,1,0,5,0.279763,0.290651,0
l..carson,,2,1,1,2,0.000312,0.021156,0,0,1151,1,1,2,0,5,0.268722,0.278126,0
l..denton,,4,0,3,3,0.000167,0,0,0,1307,0,3,3,0.666667,4,0.305506,0.323133,0
l..nicolay,,0,2,6,8,0.000291,0.049616,0,0,1151,2,6,8,0.595238,4,0.36572,0.384683,1814.130533
l..petrochko,,6,1,2,3,0.000239,0.037334,0,0,1151,1,2,3,1,4,0.299538,0.319873,0
l..wells,,1,0,2,2,0.000167,0,0,0,1308,0,2,2,0.5,5,0.272095,0.282418,0
lance.cunningham,,7,1,1,2,0.000268,0.020029,0,0,1151,1,1,2,0,5,0.290884,0.305135,0
lance.jameson,,5,1,1,2,0.000246,0.035042,0,0,1151,1,1,2,0,5,0.269806,0.287825,0
lara.fields,,5,0,1,1,0.000167,0,0,0,1309,0,1,1,0,5,0.267018,0.279133,0
larry.decker,,6,1,1,2,0.000239,0.037334,0,0,1151,1,1,2,0,5,0.284929,0.299333,0
larry.hunter,,5,3,3,6,0.00039,0.091743,0,0,1151,3,3,6,0.5,5,0.279703,0.303857,968.568733
larry.lawyer,,2,2,1,3,0.000306,0.037643,0,0,1151,2,1,3,0.5,4,0.296752,0.308542,378.525204
larry.pardue,,1,0,1,1,0.000167,0,0,0,1310,0,1,1,0,5,0.295921,0.310948,0
laura.glenn,,6,0,1,1,0.000167,0,0,0,1311,0,1,1,0,4,0.299509,0.312771,0
laura.valencia,,1,0,1,1,0.000167,0,0,0,1312,0,1,1,0,5,0.248443,0.254361,0
laurel.adams,,5,3,2,5,0.00039,0.091743,0,0,1151,3,2,5,0.333333,5,0.27646,0.298875,835.284608
lauren.urquhart,,1,0,3,3,0.000167,0,0,0,1313,0,3,3,0.833333,4,0.338776,0.351084,0
laurie.knight,,6,1,1,2,0.000239,0.037334,0,0,1151,1,1,2,0,5,0.284929,0.299333,0
laurie.mayer,,5,0,1,1,0.000167,0,0,0,1314,0,1,1,0,5,0.269866,0.287928,0
lavorato,,1,0,4,4,0.000167,0,0,0,1315,0,4,4,0.916667,4,0.333012,0.348474,0
leann.walton,,2,0,6,6,0.000167,0,0,0,1316,0,6,6,0.4,4,0.364035,0.391687,0
legal.1,,8,0,4,4,0.000167,0,0,0,1317,0,4,4,0.583333,4,0.29312,0.318715,0
leonardo.pacheco,,4,1,12,13,0.000299,0.035189,1,0,1151,1,12,13,0.462121,4,0.405712,0.430448,5128.694806
leslie.reeves,,5,3,1,4,0.000364,0.107384,0,0,1151,3,1,4,0.666667,5,0.303972,0.334804,2354.153154
lex.carroll,,1,0,1,1,0.000167,0,0,0,1318,0,1,1,0,5,0.314823,0.325671,0
lexi.elliott,,2,1,3,4,0.000194,0.027855,0,0,1151,1,3,4,0.666667,4,0.358389,0.385166,540.438384
li.sun,,7,1,1,2,0.000268,0.020029,0,0,1151,1,1,2,0,5,0.290884,0.305135,0
lillian.bailey,,1,0,2,2,0.000167,0,0,0,1319,0,2,2,1,5,0.296132,0.31151,0
lillian.carroll,,0,0,3,3,0.000167,0,0,0,1320,0,3,3,0.166667,4,0.317521,0.332691,0
lillian.villarreal,,0,0,1,1,0.000167,0,0,0,1321,0,1,1,0,5,0.270923,0.285534,0
linda.bryan,,5,1,1,2,0.000194,0.027855,0,0,1151,1,1,2,0,5,0.269876,0.287946,383.006192
linda.lawrence,,0,1,3,4,0.000219,0.012282,0,0,1151,1,3,4,0.916667,4,0.311178,0.333976,0
linda.simmons,,4,0,7,7,0.000167,0,0,0,1322,0,7,7,0.47619,4,0.310629,0.34257,0
lindon.chiu,,1,0,1,1,0.000167,0,0,0,1323,0,1,1,0,5,0.245649,0.254265,0
lindsay.renaud,,1,0,2,2,0.000167,0,0,0,1324,0,2,2,1,5,0.31511,0.326313,0
lindy.donoho,,0,2,1,3,0.000356,0.019747,0,0,1151,2,1,3,1,5,0.270863,0.285431,0
lisa.connolly,,2,1,2,3,0.000261,0.04176,0,0,1151,1,2,3,0.5,4,0.299754,0.313404,0
lisa.costello,,0,1,4,5,0.000194,0.027855,0,0,1151,1,4,5,0.416667,4,0.326923,0.355031,412.108292
lisa.cousino,,3,1,1,2,0.000194,0.027855,0,0,1151,1,1,2,0,5,0.303972,0.334804,0
lisa.fair,,3,0,1,1,0.000167,0,0,0,1325,0,1,1,0,5,0.304029,0.334884,0
lisa.gillette,,5,1,1,2,0.000246,0.035042,0,0,1151,1,1,2,0,5,0.269806,0.287825,0
lisa.jacobson,,0,0,4,4,0.000167,0,0,0,1326,0,4,4,0.416667,4,0.318056,0.342972,0
lisa.lees,,5,2,2,4,0.000379,0.070231,0,0,1151,2,2,4,1,5,0.273362,0.293812,0
lisa.petruszka,,3,0,1,1,0.000167,0,0,0,1327,0,1,1,0,5,0.304029,0.334884,0
liz.taylor,,4,4,15,19,0.000424,0.109985,1,0,1151,4,15,19,0.4,4,0.420263,0.441699,6517.964275
lizzette.palmer,,4,1,1,2,0.000229,0.014775,0,0,1151,1,1,2,0,5,0.258829,0.266313,0
lola.willis,,5,1,2,3,0.000246,0.035042,0,0,1151,1,2,3,1,5,0.273362,0.293812,0
lon.stanton,,0,1,2,3,0.000219,0.012282,0,0,1151,1,2,3,1,4,0.307533,0.326221,0
loretta.brelsford,,6,0,1,1,0.000167,0,0,0,1328,0,1,1,0,4,0.299509,0.312771,0
lori.pinder,,1,0,1,1,0.000167,0,0,0,1329,0,1,1,0,5,0.248443,0.254361,0
lorna.brennan,,0,1,2,3,0.000219,0.012282,0,0,1151,1,2,3,1,5,0.272214,0.288645,0
lorna.jones,,5,0,1,1,0.000167,0,0,0,1330,0,1,1,0,5,0.269866,0.287928,0
louis.dicarlo,,5,1,1,2,0.000283,0.028847,0,0,1151,1,1,2,0,5,0.26641,0.280456,0
louis.soldano,,0,1,2,3,0.000219,0.012282,0,0,1151,1,2,3,1,5,0.277644,0.293443,0
a..gomez,,1,1,0,1,0.000257,0.044487,0,0,979,1,0,1,0,0,0,0,0
allan.keel,,1,1,0,1,0.000257,0.044487,0,0,978,1,0,1,0,0,0,0,0
awais.omar,,5,2,0,2,0.000337,0.079529,0,0,977,2,0,2,1,0,0,0,0
bob.hillier,,1,1,0,1,0.000257,0.044487,0,0,976,1,0,1,0,0,0,0,0
bob.mcauliffe,,1,1,0,1,0.000257,0.044487,0,0,975,1,0,1,0,0,0,0,0
c..aucoin,,1,1,0,1,0.000257,0.044487,0,0,974,1,0,1,0,0,0,0,0
craig.breslau,,5,2,0,2,0.000337,0.079529,0,0,973,2,0,2,1,0,0,0,0
dale.furrow,,1,1,0,1,0.000257,0.044487,0,0,971,1,0,1,0,0,0,0,0
david.mally,,1,1,0,1,0.000257,0.044487,0,0,970,1,0,1,0,0,0,0,0
david.ryan,,1,1,0,1,0.000257,0.044487,0,0,969,1,0,1,0,0,0,0,0
eric.le,,1,1,0,1,0.000257,0.044487,0,0,967,1,0,1,0,0,0,0,0
georgeanne.hodges,,1,1,0,1,0.000257,0.044487,0,0,966,1,0,1,0,0,0,0,0
j..sturm,,1,2,0,2,0.000285,0.072342,0,0,738,2,0,2,1,0,0,0,0
jay.fitzgerald,,2,2,0,2,0.000295,0.062101,0,0,102,2,0,2,1,0,0,0,0
jeff.golden,,1,1,0,1,0.000257,0.044487,0,0,965,1,0,1,0,0,0,0,0
jennifer.walker,,1,1,0,1,0.000257,0.044487,0,0,964,1,0,1,0,0,0,0,0
john.thompson,,1,1,0,1,0.000257,0.044487,0,0,963,1,0,1,0,0,0,0,0
kevin.montagne,,1,1,0,1,0.000257,0.044487,0,0,962,1,0,1,0,0,0,0,0
m.hall,,1,2,2,4,0.000285,0.072342,0,0,1151,2,2,4,1,4,0.344461,0.369616,0
marcello.romano,,5,2,1,3,0.00039,0.079676,0,0,1151,2,1,3,1,5,0.314767,0.325587,0
mark.dilworth,,5,3,2,5,0.000469,0.114718,0,0,1151,3,2,5,1,5,0.3222,0.335792,0
mark.pickering,,2,3,2,5,0.000323,0.089956,0,0,1151,3,2,5,1,4,0.344461,0.369616,0
michael.guadarrama,,1,1,0,1,0.000257,0.044487,0,0,961,1,0,1,0,0,0,0,0
mike.curry,,1,1,0,1,0.000257,0.044487,0,0,960,1,0,1,0,0,0,0,0
naveen.andrews,,7,1,1,2,0.000257,0.044487,0,0,1151,1,1,2,1,5,0.290924,0.305215,0
paul.goddard,,5,2,1,3,0.000337,0.079529,0,0,1151,2,1,3,1,5,0.266993,0.279106,0
peggy.hedstrom,,1,2,1,3,0.000285,0.072342,0,0,1151,2,1,3,1,5,0.303972,0.334804,0
r..brackett,,5,2,0,2,0.000337,0.079529,0,0,958,2,0,2,1,0,0,0,0
r..shepperd,,1,1,3,4,0.000257,0.044487,0,0,1151,1,3,4,0.833333,4,0.324671,0.340084,0
rita.wynne,,1,2,0,2,0.000285,0.072342,0,0,561,2,0,2,1,0,0,0,0
robert.jones,,4,3,0,3,0.000357,0.076876,0,0,80,3,0,3,0.666667,0,0,0,0
robert.superty,,1,3,1,4,0.000429,0.08866,0,0,1151,3,1,4,0.666667,5,0.303972,0.334804,3191.728249
robert.virgo,,1,1,0,1,0.000257,0.044487,0,0,956,1,0,1,0,0,0,0,0
s..muller,,1,1,1,2,0.000257,0.044487,0,0,1151,1,1,2,0,5,0.314767,0.325587,0
scott.sefton,,5,4,2,6,0.000585,0.143565,0,0,1151,4,2,6,0.833333,5,0.274448,0.292285,314.553269
sheri.thomas,,5,4,4,8,0.000497,0.142573,0,0,1151,4,4,8,0.666667,4,0.360257,0.388983,4587.653726
stephen.stock,,7,3,2,5,0.000386,0.092371,0,0,1151,3,2,5,0.833333,4,0.344461,0.369616,0
tammie.schoppe,,1,2,7,9,0.000285,0.072342,0,0,1151,2,7,9,0.547619,4,0.372151,0.399309,133.284124
thomas.gros,,7,3,3,6,0.000386,0.092371,0,0,1151,3,3,6,0.75,4,0.344633,0.370018,0
thomas.myers,,2,2,0,2,0.000295,0.062101,0,0,65,2,0,2,1,0,0,0,0
tim.heizenrader,,1,2,2,4,0.000342,0.074732,0,0,1151,2,2,4,0.833333,5,0.280157,0.291675,0
tstaggs,,1,1,0,1,0.000257,0.044487,0,0,954,1,0,1,0,0,0,0,0
w..vickers,,1,1,0,1,0.000257,0.044487,0,0,953,1,0,1,0,0,0,0,0
w..white,,4,3,2,5,0.00037,0.102586,0,0,1151,3,2,5,0.833333,4,0.334247,0.362102,2089.221025
zhiyong.wei,,1,2,1,3,0.000285,0.072342,0,0,1151,2,1,3,1,5,0.314767,0.325587,0
luchas.johnson,,1,0,1,1,0.000167,0,0,0,1331,0,1,1,0,5,0.245649,0.254265,0
lucy.ortiz,,5,3,1,4,0.000495,0.099078,0,0,1151,3,1,4,1,5,0.26641,0.280456,0
luiz.maurer,,6,1,1,2,0.000239,0.037334,0,0,1151,1,1,2,0,5,0.284929,0.299333,0
lydia.cannon,,5,0,1,1,0.000167,0,0,0,1332,0,1,1,0,5,0.267018,0.279133,0
lynn.blair,,0,1,1,2,0.000219,0.012282,0,0,1151,1,1,2,0,5,0.270863,0.285431,0
lynnette.barnes,,6,1,1,2,0.000239,0.037334,0,0,1151,1,1,2,1,4,0.289705,0.305569,0
m..love,,1,1,1,2,0.000194,0.027855,0,0,1151,1,1,2,0.5,5,0.245647,0.254267,0
mahesh.lakhani,,5,1,1,2,0.000283,0.028847,0,0,1151,1,1,2,0,5,0.26641,0.280456,0
margaret.allen,,6,1,1,2,0.000261,0.04176,0,0,1151,1,1,2,0,4,0.299451,0.312681,0
margaret.daffin,,7,0,1,1,0.000167,0,0,0,1333,0,1,1,0,5,0.290942,0.305229,0
margaret.doucette,,8,0,7,7,0.000167,0,0,0,1334,0,7,7,0.47619,4,0.310629,0.34257,0
maria.perales,,0,0,1,1,0.000167,0,0,0,1335,0,1,1,0,6,0.234941,0.245373,0
marie.heard,,8,3,5,8,0.000495,0.099078,0,0,1151,3,5,8,0.55,4,0.303394,0.329476,893.575272
marie.hejka,,2,0,2,2,0.000167,0,0,0,1336,0,2,2,0.5,4,0.322105,0.333614,0
marilyn.colbert,,5,2,1,3,0.000274,0.062897,0,0,1151,2,1,3,0,5,0.269806,0.287825,383.006192
mario.cardoso,,5,0,1,1,0.000167,0,0,0,1337,0,1,1,0,5,0.267018,0.279133,0
mark.brand,,1,0,1,1,0.000167,0,0,0,1338,0,1,1,0,5,0.248443,0.254361,0
mark.breese,,1,0,1,1,0.000167,0,0,0,1339,0,1,1,0,5,0.245649,0.254265,0
mark.crowther,,6,1,2,3,0.000239,0.037334,0,0,1151,1,2,3,1,4,0.304731,0.322485,0
mark.elliott,,5,3,2,5,0.000495,0.099078,0,0,1151,3,2,5,1,5,0.274448,0.292285,0
mark.evans,,4,3,1,4,0.000604,0.094811,0,0,1151,3,1,4,0.666667,5,0.276903,0.284965,22.763638
mark.greenberg,,4,5,6,11,0.000745,0.144627,0,0,1151,5,6,11,0.666667,4,0.307806,0.33249,1228.253556
mark.guzman,,4,1,1,2,0.000252,0.030244,0,0,1151,1,1,2,0,5,0.279703,0.29055,0
bruce.lundstrom,,4,1,0,1,0.000355,0.030775,0,0,326,1,0,1,0,0,0,0,0
mark.holsworth,,4,1,0,1,0.000355,0.030775,0,0,325,1,0,1,0,0,0,0,0
martin.rosell,,4,3,2,5,0.000604,0.094811,0,0,1151,3,2,5,0.666667,5,0.274448,0.292285,114.99124
paul.simons,,4,4,5,9,0.000683,0.129853,0,0,1151,4,5,9,0.7,5,0.339889,0.35974,541.476621
randy.young,,4,2,1,3,0.000471,0.059622,0,0,1151,2,1,3,0,5,0.276903,0.284965,22.763638
rob.walls,,1,2,2,4,0.000449,0.072535,0,0,1151,2,2,4,0.666667,5,0.277273,0.285929,0
robert.bruce,,4,4,4,8,0.000683,0.129853,0,0,1151,4,4,8,0.666667,5,0.303261,0.325667,300.312513
mark.lay,,2,2,2,4,0.000362,0.061789,0,0,1151,2,2,4,0.5,5,0.301585,0.317109,54.303948
mark.mcconnell,,0,1,1,2,0.000204,0.017614,0,0,1151,1,1,2,0,6,0.234961,0.245395,178.113677
mark.powell,,4,2,3,5,0.000379,0.070231,0,0,1151,2,3,5,0.666667,5,0.296328,0.316225,18.50444
mark.ruane,,2,2,1,3,0.000413,0.041185,0,0,1151,2,1,3,0.5,5,0.290884,0.305135,212.524731
andrea.calo,,5,3,0,3,0.000495,0.099078,0,0,324,3,0,3,1,0,0,0,0
becky.tlucek,,5,1,0,1,0.000299,0.035189,0,0,323,1,0,1,0,0,0,0,0
bill.hare,,5,3,0,3,0.000406,0.098086,0,0,322,3,0,3,0.333333,0,0,0,0
brent.enron,,5,2,0,2,0.000415,0.064036,0,0,321,2,0,2,1,0,0,0,0
francisco.leite,,5,3,0,3,0.000495,0.099078,0,0,320,3,0,3,1,0,0,0,0
janet.dobernecker,,5,1,0,1,0.000299,0.035189,0,0,319,1,0,1,0,0,0,0,0
jay.hawthorn,,5,1,0,1,0.000299,0.035189,0,0,318,1,0,1,0,0,0,0,0
kristina.mordaunt,,5,2,0,2,0.000415,0.064036,0,0,317,2,0,2,1,0,0,0,0
legal.2,,5,2,0,2,0.000415,0.064036,0,0,316,2,0,2,1,0,0,0,0
marcus.polach,,5,2,0,2,0.000415,0.064036,0,0,315,2,0,2,1,0,0,0,0
mary.solmonson,,5,3,2,5,0.000406,0.098086,0,0,1151,3,2,5,0.333333,5,0.323406,0.355698,4204.647534
melba.lozano,,5,4,3,7,0.000523,0.126932,0,0,1151,4,3,7,0.5,5,0.279703,0.303857,968.568733
michael.robison,,5,1,0,1,0.000299,0.035189,0,0,314,1,0,1,0,0,0,0,0
nedre.strambler,,5,1,0,1,0.000299,0.035189,0,0,313,1,0,1,0,0,0,0,0
nony.flores,,4,1,4,5,0.000299,0.035189,0,0,1151,1,4,5,0.666667,5,0.283256,0.309201,0
robert.quick,,4,2,2,4,0.000379,0.070231,0,0,1151,2,2,4,0.333333,4,0.329468,0.356075,4089.86785
rod.nelson,,5,3,2,5,0.000495,0.099078,0,0,1151,3,2,5,1,5,0.274448,0.292285,0
rousseau.anai,,5,1,0,1,0.000299,0.035189,0,0,312,1,0,1,0,0,0,0,0
rudi.zipter,,7,2,0,2,0.000401,0.055218,0,0,311,2,0,2,0,0,0,0,0
samantha.boyd,,5,3,3,6,0.000495,0.099078,0,0,1151,3,3,6,1,5,0.279703,0.303857,0
samuel.schott,,5,3,2,5,0.000406,0.098086,0,0,1151,3,2,5,0.333333,5,0.273362,0.293812,516.290316
shawna.flynn,,5,2,0,2,0.000379,0.070231,0,0,310,2,0,2,1,0,0,0,0
